Home Team,Away Team,Team,Game Date,spread_evanmiya,win_prob_evanmiya,projected_total_evanmiya
Temple,North Texas,North Texas,2025-04-07,-7.1,0.752656321693211,133.508497979584
Florida Atlantic,East Carolina,Florida Atlantic,2025-04-07,-7.6,0.756003133223387,147.909158967945
Florida Atlantic,East Carolina,East Carolina,2025-04-07,7.6,0.243996866776613,147.909158967945
Wichita State,Tulsa,Wichita State,2025-04-07,-9,0.795604706786986,140.346331713864
Wichita State,Tulsa,Tulsa,2025-04-07,9,0.204395293213014,140.346331713864
Charlotte,UTSA,Charlotte,2025-04-07,-1.4,0.552258929616635,146.314965211617
Charlotte,UTSA,UTSA,2025-04-07,1.4,0.447741070383365,146.314965211617
Michigan State,Michigan,Michigan State,2025-04-08,-9,0.793033173101145,142.999240753266
Michigan State,Michigan,Michigan,2025-04-08,9,0.206966826898855,142.999240753266
Washington,Oregon,Washington,2025-04-08,8.2,0.22630331953414,145.515103777016
Washington,Oregon,Oregon,2025-04-08,-8.2,0.77369668046586,145.515103777016
Nebraska,Iowa,Nebraska,2025-04-08,-5.2,0.681066063717238,158.270637306702
Nebraska,Iowa,Iowa,2025-04-08,5.2,0.318933936282762,158.270637306702
Rutgers,Minnesota,Rutgers,2025-04-08,-3.7,0.637745520836378,140.084801311683
Rutgers,Minnesota,Minnesota,2025-04-08,3.7,0.362254479163622,140.084801311683
Tulane,UAB,Tulane,2025-04-08,0,0.499585013276286,156.623005379873
Tulane,UAB,UAB,2025-04-08,0,0.500414986723714,156.623005379873
Temple,North Texas,Temple,2025-04-08,7.1,0.247301424602522,133.508497979584
Temple,North Texas,North Texas,2025-04-08,-7.1,0.752698575397478,133.508497979584
Florida Atlantic,East Carolina,Florida Atlantic,2025-04-08,-7.6,0.756106482540367,147.909158967945
Florida Atlantic,East Carolina,East Carolina,2025-04-08,7.6,0.243893517459633,147.909158967945
Wichita State,Tulsa,Wichita State,2025-04-08,-9,0.795336071229095,140.346331713864
Wichita State,Tulsa,Tulsa,2025-04-08,9,0.204663928770905,140.346331713864
Charlotte,UTSA,Charlotte,2025-04-08,-1.4,0.552249272328383,146.314965211617
Charlotte,UTSA,UTSA,2025-04-08,1.4,0.447750727671617,146.314965211617
Michigan State,Michigan,Michigan State,2025-04-09,-9,0.792652619638657,142.999240753266
Michigan State,Michigan,Michigan,2025-04-09,9,0.207347380361343,142.999240753266
Washington,Oregon,Washington,2025-04-09,8.2,0.226273853178813,145.515103777016
Washington,Oregon,Oregon,2025-04-09,-8.2,0.773726146821187,145.515103777016
Nebraska,Iowa,Nebraska,2025-04-09,-5.2,0.681042038107155,158.270637306702
Nebraska,Iowa,Iowa,2025-04-09,5.2,0.318957961892845,158.270637306702
Rutgers,Minnesota,Rutgers,2025-04-09,-3.7,0.637553507733908,140.084801311683
Rutgers,Minnesota,Minnesota,2025-04-09,3.7,0.362446492266092,140.084801311683
Tulane,UAB,Tulane,2025-04-09,0,0.499584431079434,156.623005379873
Tulane,UAB,UAB,2025-04-09,0,0.500415568920566,156.623005379873
Temple,North Texas,Temple,2025-04-09,7.1,0.247400614557957,133.508497979584
Temple,North Texas,North Texas,2025-04-09,-7.1,0.752599385442043,133.508497979584
Florida Atlantic,East Carolina,Florida Atlantic,2025-04-09,-7.6,0.755839667252374,147.909158967945
Florida Atlantic,East Carolina,East Carolina,2025-04-09,7.6,0.244160332747626,147.909158967945
Wichita State,Tulsa,Wichita State,2025-04-09,-9,0.795626041515416,140.346331713864
Wichita State,Tulsa,Tulsa,2025-04-09,9,0.204373958484584,140.346331713864
Charlotte,UTSA,Charlotte,2025-04-09,-1.4,0.55217855329286,146.314965211617
Charlotte,UTSA,UTSA,2025-04-09,1.4,0.44782144670714,146.314965211617
Michigan State,Michigan,Michigan State,2025-04-10,-9,0.792746686836624,142.999240753266
Michigan State,Michigan,Michigan,2025-04-10,9,0.207253313163376,142.999240753266
Washington,Oregon,Washington,2025-04-10,8.2,0.226350077109616,145.515103777016
Washington,Oregon,Oregon,2025-04-10,-8.2,0.773649922890384,145.515103777016
Nebraska,Iowa,Nebraska,2025-04-10,-5.2,0.681027175644685,158.270637306702
Nebraska,Iowa,Iowa,2025-04-10,5.2,0.318972824355315,158.270637306702
Rutgers,Minnesota,Rutgers,2025-04-10,-3.7,0.637651641568774,140.084801311683
Rutgers,Minnesota,Minnesota,2025-04-10,3.7,0.362348358431226,140.084801311683
Tulane,UAB,Tulane,2025-04-10,0,0.49958446350156,156.623005379873
Tulane,UAB,UAB,2025-04-10,0,0.50041553649844,156.623005379873
Temple,North Texas,Temple,2025-04-10,7.1,0.24730829982703,133.508497979584
Temple,North Texas,North Texas,2025-04-10,-7.1,0.75269170017297,133.508497979584
Florida Atlantic,East Carolina,Florida Atlantic,2025-04-10,-7.6,0.75584604957894,147.909158967945
Florida Atlantic,East Carolina,East Carolina,2025-04-10,7.6,0.24415395042106,147.909158967945
Wichita State,Tulsa,Wichita State,2025-04-10,-9,0.795615547245674,140.346331713864
Wichita State,Tulsa,Tulsa,2025-04-10,9,0.204384452754326,140.346331713864
Charlotte,UTSA,Charlotte,2025-04-10,-1.4,0.552210682223365,146.314965211617
Charlotte,UTSA,UTSA,2025-04-10,1.4,0.447789317776635,146.314965211617
Michigan State,Michigan,Michigan State,2025-04-11,-9,0.792839860635938,142.999240753266
Michigan State,Michigan,Michigan,2025-04-11,9,0.207160139364062,142.999240753266
Washington,Oregon,Washington,2025-04-11,8.2,0.226153266337515,145.515103777016
Washington,Oregon,Oregon,2025-04-11,-8.2,0.773846733662485,145.515103777016
Nebraska,Iowa,Nebraska,2025-04-11,-5.2,0.681153144417942,158.270637306702
Nebraska,Iowa,Iowa,2025-04-11,5.2,0.318846855582058,158.270637306702
Rutgers,Minnesota,Rutgers,2025-04-11,-3.7,0.637511524397108,140.084801311683
Rutgers,Minnesota,Minnesota,2025-04-11,3.7,0.362488475602892,140.084801311683
Tulane,UAB,Tulane,2025-04-11,0,0.499584482513999,156.623005379873
Tulane,UAB,UAB,2025-04-11,0,0.500415517486001,156.623005379873
Temple,North Texas,Temple,2025-04-11,7.1,0.247409393433068,133.508497979584
Temple,North Texas,North Texas,2025-04-11,-7.1,0.752590606566932,133.508497979584
Florida Atlantic,East Carolina,Florida Atlantic,2025-04-11,-7.6,0.755974772179852,147.909158967945
Florida Atlantic,East Carolina,East Carolina,2025-04-11,7.6,0.244025227820148,147.909158967945
Wichita State,Tulsa,Wichita State,2025-04-11,-9,0.795763186723208,140.346331713864
Wichita State,Tulsa,Tulsa,2025-04-11,9,0.204236813276792,140.346331713864
Charlotte,UTSA,Charlotte,2025-04-11,-1.4,0.552257283071326,146.314965211617
Charlotte,UTSA,UTSA,2025-04-11,1.4,0.447742716928674,146.314965211617
Michigan State,Michigan,Michigan State,2025-04-12,-9,0.792966119107899,142.999240753266
Michigan State,Michigan,Michigan,2025-04-12,9,0.207033880892101,142.999240753266
Washington,Oregon,Washington,2025-04-12,8.2,0.226231887996469,145.515103777016
Washington,Oregon,Oregon,2025-04-12,-8.2,0.773768112003531,145.515103777016
Nebraska,Iowa,Nebraska,2025-04-12,-5.2,0.681011340789708,158.270637306702
Nebraska,Iowa,Iowa,2025-04-12,5.2,0.318988659210292,158.270637306702
Rutgers,Minnesota,Rutgers,2025-04-12,-3.7,0.637692526536839,140.084801311683
Rutgers,Minnesota,Minnesota,2025-04-12,3.7,0.362307473463161,140.084801311683
Tulane,UAB,Tulane,2025-04-12,0,0.499584453364508,156.623005379873
Tulane,UAB,UAB,2025-04-12,0,0.500415546635492,156.623005379873
Temple,North Texas,Temple,2025-04-12,7.1,0.247352807806879,133.508497979584
Temple,North Texas,North Texas,2025-04-12,-7.1,0.75264719219312,133.508497979584
Florida Atlantic,East Carolina,Florida Atlantic,2025-04-12,-7.6,0.755815134302194,147.909158967945
Florida Atlantic,East Carolina,East Carolina,2025-04-12,7.6,0.244184865697806,147.909158967945
Wichita State,Tulsa,Wichita State,2025-04-12,-9,0.795507580158774,140.346331713864
Wichita State,Tulsa,Tulsa,2025-04-12,9,0.204492419841226,140.346331713864
Charlotte,UTSA,Charlotte,2025-04-12,-1.4,0.552244012369569,146.314965211617
Charlotte,UTSA,UTSA,2025-04-12,1.4,0.447755987630431,146.314965211617
Michigan State,Michigan,Michigan State,2025-04-13,-9,0.792686624677645,142.999240753266
Michigan State,Michigan,Michigan,2025-04-13,9,0.207313375322355,142.999240753266
Washington,Oregon,Washington,2025-04-13,8.2,0.226128140413777,145.515103777016
Washington,Oregon,Oregon,2025-04-13,-8.2,0.773871859586223,145.515103777016
Nebraska,Iowa,Nebraska,2025-04-13,-5.2,0.680968007060977,158.270637306702
Nebraska,Iowa,Iowa,2025-04-13,5.2,0.319031992939023,158.270637306702
Rutgers,Minnesota,Rutgers,2025-04-13,-3.7,0.637628771949342,140.084801311683
Rutgers,Minnesota,Minnesota,2025-04-13,3.7,0.362371228050658,140.084801311683
Tulane,UAB,Tulane,2025-04-13,0,0.499584768983103,156.623005379873
Tulane,UAB,UAB,2025-04-13,0,0.500415231016897,156.623005379873
Temple,North Texas,Temple,2025-04-13,7.1,0.247420234721466,133.508497979584
Temple,North Texas,North Texas,2025-04-13,-7.1,0.752579765278534,133.508497979584
Florida Atlantic,East Carolina,Florida Atlantic,2025-04-13,-7.6,0.755946661029872,147.909158967945
Florida Atlantic,East Carolina,East Carolina,2025-04-13,7.6,0.244053338970128,147.909158967945
Wichita State,Tulsa,Wichita State,2025-04-13,-9,0.795789822253599,140.346331713864
Wichita State,Tulsa,Tulsa,2025-04-13,9,0.204210177746401,140.346331713864
Charlotte,UTSA,Charlotte,2025-04-13,-1.4,0.552243038461247,146.314965211617
Charlotte,UTSA,UTSA,2025-04-13,1.4,0.447756961538753,146.314965211617
